tweet_id,query,best_match,similarity
598458,@117176 @134015 @AskAmex @AppleSupport Makes no sense.  Your page at https://t.co/qI8rCYzuEt shows an Advantage Citibank card working with Apple Pay,@117176 @134015 @AskAmex @AppleSupport Makes no sense. Your page at shows an Advantage Citibank card working with Apple Pay,0.9739383008358277
928785,@AppleSupport and @116333 ignore my tweets on poor iOS 11 battery life. Great service.,@AppleSupport @130265 hey same problem too. do not ignore my tweets!,0.3636899244692645
898800,Meu iPhone esta bugadao. Que merda é essa @115858 @AppleSupport @115858,(#要注意) (#iphone)(#アップロード) したらゲームができなくなってしまった😱🍏ケアに電話したら「だから僕はアップデートしてません」とか、なんか不愉快な男の子で余計に腹が立った💢おばちゃんは32とか64とか分からないわよ😞 @AppleSupport @115858,0.37010877858294794
826276,@316815 @115858 @AppleSupport Not only that. Everything lags so bad. Including text messages,@AppleSupport Only text messages,0.34612984016161485
188532,@AppleSupport Saw link. Have DM you.,@AppleSupport I have DM’d you. Look forward to a response.,0.40674870803287744
519217,@AppleSupport Can’t boot into safe mode &amp; the problem persists,@AppleSupport Can’t boot into safe mode & the problem persists,0.9382638028784702
266072,@AppleSupport Upgraded 6 plus to iOS 11 now my touchscreen is broken. Can't go back to 10.3.3 or afford the $150 replacement. Please advise,"@AppleSupport iOS 11 is a disgrace, how can I go back to 10?",0.3230048635018224
315935,"Two weeks in a row now, Mac OS Sierra just gives me a cold hard crash on my rMBP. ""Crashes just work"". @applesupport @191435",@AppleSupport launchpad not working after downloading mac os sierra #help,0.25570357366110696
919196,@338208 @AppleSupport Thanks,@AppleSupport Thanks,1.0
309271,@AppleSupport @115858 my Iphone 7 has become very slow since the last update. It reminds me now of a old dial up computer. What has this update done 😫😫,"@AppleSupport Battery after the last update (iOS 11) has become very, very bad. Please resolve this problem quickly.",0.28303340870092064
45599,@AppleSupport hello! I have a strange activity app glitch. It shows my average calories in a day as 18373. https://t.co/GINlpPlVmp,@AppleSupport hello! I have a strange activity app glitch. It shows my average calories in a day as 18373.,0.9675578910134055
549598,Can I use Apple Pay Cash in the UK? @AppleSupport,@AppleSupport when can we expect Apple Pay cash in the UK?,0.5993549608299219
406624,@AppleSupport Thanks but what if you didn't mean to do it. It just tells you how to report junk. Not how to undo it. 😬,@AppleSupport accidentally purchased something from the App Store I didn’t mean to purchase. Please help!,0.19431227786049332
941455,@AppleSupport can’t install the last update on my iPad.... how many times in a month? Shame this iOS...,@AppleSupport why i can't install ios 11?,0.247292886376563
794419,"Love this new iOS 11 update. Phone keeps freezing, apps keep shutting &amp; my battery goes down in chunks 👍🏼🙃🤙🏼🤙🏼 @115858 @AppleSupport @O2","Love this new iOS 11 update. Phone keeps freezing, apps keep shutting & my battery goes down in chunks 👍🏼🙃🤙🏼🤙🏼 @115858 @AppleSupport @O2",0.9683921497756609
930940,"@AppleSupport My phone keeps wiping my camera roll, loading it all back up again, then restarting itself.Sone this a good 13 times.h e l p",@115858 @AppleSupport my phone start freezing 10 times a day and then restarting itself! Wtf is up Apple? iOS 11.01 is so frustrating!,0.230576009338878
388934,"@AppleSupport please fix this, my iPhone been doing this all day https://t.co/WhLt2GqjOG","@AppleSupport please fix this, my iPhone been doing this all day",0.9409162496794432
996757,"@AppleSupport Sent you a message hope it get sorted soon, I really don’t want to fix it myself by buying a @125607",@AppleSupport Hi. I just sent you a message. Thanks!,0.2924681088947426
817007,Dear @AppleSupport next time fix the bugs first.  This is frustrating me!,Dear @AppleSupport next time fix the bugs first. This is frustrating me!,1.0
110862,@AppleSupport Yea I believe so it’s a bit off,@129397 @AppleSupport Yea,0.5129495430372151
855416,@AppleSupport ever since latest update podcasts don’t play continuously?,@AppleSupport @245872 Safari crashing since latest update 🤔😡,0.3452903386752435
143571,@AppleSupport Also the front camera seems to not work either now. Here is a screen shot https://t.co/mqitfembKY,@AppleSupport Also the front camera seems to not work either now. Here is a screen shot,0.9650022390903277
354078,"@AppleSupport Hi, how do I inquire about being double billed for a purchase on Apple TV? #help",@AppleSupport hi is your Apple TV down ?,0.2655855307267453
681994,"@AppleSupport No,continue after iOS  11 first update","@AppleSupport No,continue after iOS 11 first update",1.0000000000000002
945535,@AppleSupport last iOS upgrade just made my iPhone slower and it heats to much. Seems it has to work more and the battery runs out faster,@AppleSupport last iOS upgrade has slowed down too much my iPhone📱 😡,0.2574147018356931
872521,@AppleSupport All this new update has done is fuck my phone up.. Problems with home screen now no time &amp; battery percentage?? https://t.co/Gx8X3d4Fot,@AppleSupport All this new update has done is fuck my phone up.. Problems with home screen now no time & battery percentage??,0.9423174034354486
584761,"Sorry, @AppleSupport but the #iPhone‘s #battery usage report is absolutely useless if it’s lying to me! What the hell is draining my battery so fast? Got that since the #iOS11 GM release! Betas before have been ok https://t.co/CCrQirE91J","Sorry, @AppleSupport but the #iPhone‘s #battery usage report is absolutely useless if it’s lying to me! What the hell is draining my battery so fast? Got that since the #iOS11 GM release! Betas before have been ok",0.9840207225682676
720471,@292433 @198612 @115858 @AppleSupport Mine seems ok now as well. Talked to a guy at apple and he said it could be something updating during activation causing it👌🏼,@198612 @115858 @AppleSupport is it hot right underneath the back camera? mine is,0.18172741432489684
236818,"@AppleSupport @116333 wonder where all the Apple Quality disappeared? Does ""__email__"" works? Sent entire details as none could help - hope to see response",@AppleSupport @116333,0.26868458038275844
229217,@AppleSupport I never had this issue on iOS 10,@AppleSupport ios 11.0.1 never had any battery draining issue on ios 10 tho,0.46404348336836176
151440,@115858 @AppleSupport  #iphone #iphonepasscode what the heck is up with new alphanumeric passcode for iphones?? Completely ridiculous when hands dirty or wet and touch wont work! Seriously was this necessary? Do you muck with everything coz there is nothing else to do!!,@115858 @AppleSupport #iphone #iphonepasscode what the heck is up with new alphanumeric passcode for iphones?? Completely ridiculous when hands dirty or wet and touch wont work! Seriously was this necessary? Do you muck with everything coz there is nothing else to do!!,1.0000000000000004
365281,@AppleSupport I’ll give it a try and let you know,"@AppleSupport I'll give it a try, thanks",0.6598950039772782
31899,"After the last update, I cannot hear my phone calls. What is happening? @115858 @AppleSupport",@AppleSupport hi I cannot hear my voicemail or record a greeting after the latest iOS 11.1.2 update 😔,0.3549145264465778
519204,"iPad mini 4 running iOS 11.2 Beta 5,trying to upgrade to Beta 6, but device is saying “ this update cannot be installed because it requires at least 2.64 GB of available storage during installation.” I currently have 2.85 GB available so not sure what’s going on... @AppleSupport",@AppleSupport 1.13 GB. I am not sure what iOS 11 beta is,0.2845488979668905
552059,@AppleSupport My dad’s phone &amp; ipad crashes &amp; we can’t even get through the password. We can’t go in it glitches and doesn’t work!,@AppleSupport My dad’s phone & ipad crashes & we can’t even get through the password. We can’t go in it glitches and doesn’t work!,0.941847802851476
915214,Has anyone else found the new apple update terrible? My phone keeps freezing arrrrrh!!!! @AppleSupport,Is anyone else having issues with the new apple update? @AppleSupport #batterydying #havetostaypluggedup,0.41786544547237
1025605,@AppleSupport @362688 Send them a DM so they will never reply!!,@AppleSupport dm send,0.23872678642250178
449447,@AppleSupport I've tried sending messages and they seem to send. But for some reason the thread on the watch doesn't update. Should I still contact my carrier?,"@AppleSupport Yep that's all correct. I've been using this since September, I've not changed anything but for some reason it doesn't seem to be working correctly today",0.20486170584544366
559012,@AppleSupport why my notifications don't fit the dialogue globe? Since iOS update https://t.co/18YunJnQc4,@AppleSupport why my notifications don't fit the dialogue globe? Since iOS update,0.9472904831215571
821236,"@AppleSupport I know you value your customers..think about my well-being, I can cut my fingers scrolling on this cracked screen  and die with an infection","@AppleSupport I know you value your customers..think about my well-being, I can cut my fingers scrolling on this cracked screen and die with an infection",1.0
340934,@AppleSupport I’m getting really tired of looking at this mess when I try to manage iCloud apps w/iOS 11.0.2 &amp; 8 Plus. 😾😾 https://t.co/jJKsAgaju8,@AppleSupport I’m getting really tired of looking at this mess when I try to manage iCloud apps w/iOS 11.0.2 & 8 Plus. 😾😾,0.9280555334227341
387508,@AppleSupport It’s still not working as it was prior to the update,@AppleSupport Still not working.,0.387046464293581
340936,@AppleSupport Thanks. Very frustrating 😾,@AppleSupport Thanks very much. Informative,0.618755532730713
864426,@AppleSupport iPod 5th generation with ios 9.3.5.,@AppleSupport I am using an iPod 6th Generation with iOS 11.1.2 installed.,0.4186743773854355
981237,"Where my WhatsApp notifications at, @115858? 🙇🏻‍♀️#iOS11  
@AppleSupport","Where my WhatsApp notifications at, @115858? 🙇🏻‍♀️#iOS11 @AppleSupport",1.0
851729,"@AppleSupport Thanks for your help, my tired brain finally figured it out and got it restore.",@AppleSupport Thanks for your help 😀,0.5185295443137319
768175,@AppleSupport I did that ..I recommend you fixing the update,@AppleSupport I did that already,0.39285573991269784
1001114,"@AppleSupport after updating to iOS 11.0.3, my iPhone 7 will randomly freeze on any app/screen. The buttons won’t even work",@AppleSupport After updating to iOS 11 why my wifi getting automaticlly on.?,0.30477170790677294
86997,"@AppleSupport iOS 11.1.2 on iPad Pro. I’m using different apps. I think one was Procreate, another was Final Fantasy Record Keeper (I think), can’t remember the other one. It happens from time to time but today it happened thrice in such a short period of time.","@AppleSupport No, it stays off for a short period of time. If I connect to a WiFi network in another time zone or travel to another time zone, it turns itself back on.",0.21567882489514978
265016,My ipod has just frozen on me while playing music (everything else works/loads fine. I can't reboot manually. Any help @AppleSupport?,@AppleSupport iPhone 6s is having trouble with audio while playing music.,0.22479290403645172
796587,@AppleSupport 11.0.3! Even some apps crash 😒,@AppleSupport @350690 Since when was 11.0.3 even a thing?,0.3102228752364145
1128166,@AppleSupport @385958 Hi. Sent a dm regarding my iPhone system storage taking 8gb of my phones memory while on my other phone it is showing just 2gb. Pls check,"@AppleSupport Hi, I sent you a DM.",0.23647662057626606
869947,@AppleSupport Y’all shit @115858,@115858 @AppleSupport y’all too 😒😒,0.36515561690944687
328083,@AppleSupport since updating to ios11.02I cant connect to itunes or the app store please help,@AppleSupport Connect to*,0.3090365359416363
974452,@AppleSupport How do I get to the explorer face on a Series 2?,@AppleSupport Oh hey. How do I get to that?,0.4251006930566583
505073,@AppleSupport We use Family Sharing. We use one Apple ID for all our iTunes purchases but each family member has an iCloud email address.,@AppleSupport how can I add family member to share my iTunes Match?,0.22345991799725443
960668,"I’m having the exact same issues, even without headphones @AppleSupport https://t.co/3Lmq0WAwci","I’m having the exact same issues, even without headphones @AppleSupport",0.9535484827139513
268233,@AppleSupport PLEASE HALP! 10.13 supplemental update bricked ext dual monitors on mid-2105 retina mbp. Any fix? Google is not helping 💩,@AppleSupport my MBP 2017 can’t find the supplemental update just released. I’m running MacOS 10.13 (17A362a). Any help?,0.27056508945329183
354522,@AppleSupport iOS 11.0.3 and all my apps have been updated,@AppleSupport yes. all the apps have been updated accordingly.,0.5267093011653995
55934,@AppleSupport I’m on the newest version,"@AppleSupport Okay, I️ updated my phone the newest version",0.5792203545948795
293824,"@AppleSupport As I charge it, the battery goes down!",My phone battery goes down like a seconds counter... @AppleSupport,0.4363414347228245
887149,Hello @115858 and @AppleSupport I am on my third iPhone 8 and my text messages aren’t sending. Why though?,Why though @AppleSupport,0.2986954175535057
1027008,@AppleSupport @363017 apple has no ethics we should sue him for leaving our phones unusable.,@AppleSupport are you going to fix our phones from glitching ???,0.21567672918506114
1013180,@115948 @AppleSupport why am I being charged R16 for a R10 track,"@AppleSupport Hi, why am I being charged by iTunes without being notified? Please explain why",0.4785549760938653
556192,"@AppleSupport Thanks. The original tones were in my iTunes folder, but seem to have disappeared a few years ago - possibly during an iTunes update. Is there any way I can extract them from my old iPhone?",@AppleSupport is there any way i can recover them without reseting the phone?,0.20404787249506096
235012,@AppleSupport Icant turn off wifi since I’ve new ios its always on without my permission and i cant turn of new option with three keypads,I’m so sick of my iPhone’s WiFi and Bluetooth turning on without my permission.. plz stop k thnx @AppleSupport,0.29672858244552175
709501,"@AppleSupport After installing #iOS11, my phone has been VERY slow and it freezes too often. I have the latest version, and enough storage.",@AppleSupport Latest version and yes I have,0.2729611916965691
188488,@AppleSupport Just Netflix and none of my streaming apps will stream. Netflix already updated still won’t open or cast.,@AppleSupport There’s no netflix update,0.235692565523913
674679,@AppleSupport I got a notification from my iPhone when the airdrop finished and said this video doesn't support this format,@AppleSupport But YouTube doesn't support HDR!,0.21971733153014764
1134096,"@AppleSupport | Nothing in my car play is loading. Is there something going on? I can’t even get my maps to load, worked earlier today","@AppleSupport Yes, earlier today 📱🔋",0.282272842817172
856166,@AppleSupport And that its best if i fill a police report,Why is my phone still freezing like that’s its job? @AppleSupport,0.23498830361535777
812219,"@AppleSupport 11.0.2 is killing my battery. I’m limiting use as much as possible, but the battery just doesn’t last. Please advise.",Hey @AppleSupport iOS 11 is killing my battery. Please fix,0.35892630798103436
849918,@AppleSupport how do I turn this location service off ? It’s alrwady off :( help. https://t.co/nDrWF5qRHl,@AppleSupport how do I turn this location service off ? It’s alrwady off :( help.,0.9412992891253291
557773,Hey @AppleSupport the Podcasts app has a problem. All audios are accelerated .,Hey @AppleSupport,0.29969761736383604
759298,@301434 @AppleSupport Once guy on Apple support didn’t know what HomeKit is. No - they didn’t help and some functions just don’t work for me.,"@AppleSupport Nothing, they just don’t work.",0.21724050567415537
1053682,#hamradio I'm amused. kc4aaa is having trouble updating his iPad from the south pole. Fix it for him @AppleSupport ? ;),@AppleSupport iPhone 6s is having trouble with audio while playing music.,0.2843283200519252
909807,"@AppleSupport since updating to iOS 11, every time I tap near my home button on my i7+ I hear a clicking kinda noise... is this normal?!","@AppleSupport iPhone 6s battery is not holding charge, since updating to iOS 11.0.2 is this normal?",0.307620817849305
432382,@AppleSupport @217835 it is the worest update I have iphone 6S and 6S plus just updated them few days ago ... my next phone is not iphone,@AppleSupport iPhone 6s Plus,0.3024651580498219
336634,@AppleSupport My Apple Watch did not survive a HIIT workout 😢,@AppleSupport Did not work.,0.3170719174452701
1143586,@AppleSupport Thank you! I have macOS Sierra,@AppleSupport Thank you!,0.5801786931373429
148102,Nah ... it's OK! I *used* love @115858 having nearly every product ..but my new laptop has died and is only 3 months old. Can't get to an @AppleSupport store until Thursday as there are no appointments before then. This is the third laptop to break in 3 years. #notwhattheyusedtobe https://t.co/JtM6pIKByl,Nah ... it's OK! I *used* love @115858 having nearly every product ..but my new laptop has died and is only 3 months old. Can't get to an @AppleSupport store until Thursday as there are no appointments before then. This is the third laptop to break in 3 years. #notwhattheyusedtobe,0.9892862017439753
808491,"@AppleSupport 
Do you have a desktop application for Windows10 which manages calender on iCloud?
I don't like Web app.",@AppleSupport Do you have a desktop application for Windows10 which manages calender on iCloud? I don't like Web app.,1.0
784707,"dear @applesupport your #ios11 is making me go through soft reset every 30 minutes. kindly, wtf?",Kindly go through this. @AppleSupport @115858 @71049 @71050 @71051 @170480 @2531 @62128 @29818,0.21833767058874454
537634,"@AppleSupport Dear @AppleSupport @116333 we’ve spoken in the past about my faulty iPhone 8 Plus and let me assure u that ur help was ZERO.
Nonetheless, I have initiated legal action against Apple in the consumer court to save my rights. Rest assured, I am capable of helping myself from Apple","@AppleSupport Dear @AppleSupport @116333 we’ve spoken in the past about my faulty iPhone 8 Plus and let me assure u that ur help was ZERO. Nonetheless, I have initiated legal action against Apple in the consumer court to save my rights. Rest assured, I am capable of helping myself from Apple",1.0
1027573,hi @115858 @AppleSupport i'm gonna tweet you guys every single time my phone crashes from now on!!! look forward to hearing from me often! https://t.co/9U6m2qZiBi,hi @115858 @AppleSupport i'm gonna tweet you guys every single time my phone crashes from now on!!! look forward to hearing from me often!,0.978581476615202
557925,Hey @AppleSupport I just updated to iOS 11.2 and Do not have the Apple Pay Cash extension in my messages.,@AppleSupport just updated to iOS 11.2 and can’t find the new Apple Pay Cash 💳 settings. I’m In the USA 🇺🇸,0.4275159084606339
326450,"@193774 @AppleSupport Hola yo actualice igual y es una ruina, tengo un iPhone 6 y no dura nada con iOS 11 y con la beta 11.1",Sres de @AppleSupport tengo un iPhone 6s y es DESESPERANTE lo de IOS11. Teléfono lentisimo y lo de la batería es una VERGÜENZA. No dura nada,0.40944238563019264
1094139,@AppleSupport @378233 Hi apple I’m having the same problem and followed the same steps as Shannon can you help me out too,@353254 @AppleSupport I'm having the same problem,0.46031455540943605
646863,My iPhone battery dropped 12% in 1 minute. Is this a joke? @AppleSupport get it together,@AppleSupport What a joke #AppleSupport,0.2878489033854946
817070,@AppleSupport That’s what I figured. Thank you for your reply,@AppleSupport Thank you for your reply. It’s 11.0.3,0.5891959655855469
329169,@AppleSupport No I’m not using a case and I’ve tried that. The only way to get it working again is to turn the phone off and on again.,"@AppleSupport it doesn’t do anything just the spinning circle going round and round , i just had to turn my phone off and on again to get it working 🤦🏼‍♀️",0.319270921423917
306091,"@AppleSupport @189080 Safari won’t open on my MacBook!! Like you can’t even click it, when you do it doesn’t do anything",@115858 @AppleSupport Why do you do it,0.2944248105388686
506576,"Every couple of minutes, my phone does a mini reset on its own, any idea @AppleSupport ? Screen grab of reset screen below. https://t.co/30KQpWBLt6","Every couple of minutes, my phone does a mini reset on its own, any idea @AppleSupport ? Screen grab of reset screen below.",0.971236486894944
1020320,"@AppleSupport You didn't.  You won't.  And now, you can't. https://t.co/ugI2JpqMWz","Co zrobić żeby tutaj zaczęło się coś pojawiać? Mam zegarek, ale on mierzy tylko tętno #applewatch #zdrowie @20024 @AppleSupport @327776",0.26453782332610654
151526,@AppleSupport Nope.  Not even slightly moving ??  Thing is I don’t know when it happens so can’t show anybody in Apple shop,@AppleSupport Nope. Not even slightly moving ?? Thing is I don’t know when it happens so can’t show anybody in Apple shop,1.0000000000000002
1122791,@AppleSupport Thank you https://t.co/Ojpsyp1Fff,@AppleSupport Thank you!,0.7181278066827423
148191,"@AppleSupport Am finding it impossible to cancel my subscription, it is stuck in a loop, can you PM me please? Thanks",@AppleSupport It continues in a loop,0.23745137618702505
709520,"@AppleSupport Here you go... 
I’m not sure you’ll be able to tell from this video.. I’ve tried to 3D-Touch slowly so that you can see it transitioning ! https://t.co/3abonlYsHC",@AppleSupport Here you go... I’m not sure you’ll be able to tell from this video.. I’ve tried to 3D-Touch slowly so that you can see it transitioning !,0.9804678141998772
415767,@AppleSupport @115858 fix iOS 11 so it’s compatible with CarPlay. Was working 100% before update now it’s useless,@AppleSupport how come it's not compatible with iPhone 6s? 🤔😅,0.1962460750409232
937424,@AppleSupport 47 gb out of 128,@AppleSupport iOS 11.0.3 / iPhone 7 128 GB,0.4447625022864111
1086849,@376369 @AppleSupport its active now. Try,@AppleSupport Its 11.0,0.4678620895375595
243245,@115948 @AppleSupport I can’t play any songs on my phone because every song says this? I have to re-add them to play them https://t.co/c9e6CkBCMi,@115948 @AppleSupport I can’t play any songs on my phone because every song says this? I have to re-add them to play them,0.9766071966179454
1083349,@AppleSupport unable to do anything on my phone... apps wont work with or without wifi cant update ios cant make calls,@AppleSupport unable to update iOS 11,0.331288556583603
481745,@115858 @AppleSupport you can’t be too happy your loyal customers like me are having to pay out the rest of my contract with a phone that barely works.,"@AppleSupport @239559 Seems a lot of people are having this issue. Must you do it in DM, or could you share the solution with the rest of us?",0.202196005174047
